Bank,Date,Close,Currency,GlobalBankIndex
JPMorgan,2022-03-30,128.5258026123047,USD,921.4199829101562
JPMorgan,2022-03-31,124.66654205322266,USD,904.1900024414062
JPMorgan,2022-04-01,123.74288940429688,USD,903.0999755859375
JPMorgan,2022-04-04,124.29161071777344,USD,903.280029296875
JPMorgan,2022-04-05,122.84518432617188,USD,889.25
JPMorgan,2022-04-06,121.14081573486328,USD,873.52001953125
JPMorgan,2022-04-07,120.77226257324219,USD,866.2000122070312
JPMorgan,2022-04-08,122.98336791992188,USD,876.8599853515625
JPMorgan,2022-04-11,122.53194427490234,USD,880.9500122070312
JPMorgan,2022-04-12,121.18685913085938,USD,867.7999877929688
JPMorgan,2022-04-13,117.28057861328125,USD,866.3499755859375
JPMorgan,2022-04-14,116.1934585571289,USD,862.5599975585938
JPMorgan,2022-04-18,118.34927368164062,USD,865.5
JPMorgan,2022-04-19,120.7999038696289,USD,868.0999755859375
JPMorgan,2022-04-20,121.22370910644531,USD,881.9199829101562
JPMorgan,2022-04-21,120.28400421142578,USD,879.2000122070312
JPMorgan,2022-04-22,116.82914733886719,USD,856.1400146484375
JPMorgan,2022-04-25,116.79227447509766,USD,839.6500244140625
JPMorgan,2022-04-26,113.33743286132812,USD,821.239990234375
JPMorgan,2022-04-27,111.8633804321289,USD,809.7000122070312
JPMorgan,2022-04-28,113.63226318359375,USD,821.75
JPMorgan,2022-04-29,109.96552276611328,USD,820.5700073242188
JPMorgan,2022-05-02,110.96971893310547,USD,816.1900024414062
JPMorgan,2022-05-03,113.3466567993164,USD,831.0700073242188
JPMorgan,2022-05-04,117.09632110595703,USD,838.47998046875
JPMorgan,2022-05-05,114.16659545898438,USD,825.3300170898438
JPMorgan,2022-05-06,113.98234558105469,USD,820.1900024414062
JPMorgan,2022-05-09,112.26873016357422,USD,804.02001953125
JPMorgan,2022-05-10,109.53250122070312,USD,803.0599975585938
JPMorgan,2022-05-11,108.84153747558594,USD,807.6300048828125
JPMorgan,2022-05-12,108.74940490722656,USD,799.5700073242188
JPMorgan,2022-05-13,109.71675872802734,USD,813.0
JPMorgan,2022-05-16,108.95209503173828,USD,810.489990234375
JPMorgan,2022-05-17,112.56356048583984,USD,830.5700073242188
JPMorgan,2022-05-18,110.6380615234375,USD,823.8800048828125
JPMorgan,2022-05-19,108.9981460571289,USD,824.6599731445312
JPMorgan,2022-05-20,108.10449981689453,USD,825.6199951171875
JPMorgan,2022-05-23,114.79308319091797,USD,849.9500122070312
JPMorgan,2022-05-24,116.41456604003906,USD,853.8300170898438
JPMorgan,2022-05-25,117.22529602050781,USD,857.3599853515625
JPMorgan,2022-05-26,119.2521743774414,USD,869.5
JPMorgan,2022-05-27,120.93812561035156,USD,878.8599853515625
JPMorgan,2022-05-31,121.8225326538086,USD,878.5999755859375
JPMorgan,2022-06-01,119.6851577758789,USD,870.0999755859375
JPMorgan,2022-06-02,121.61064147949219,USD,872.7999877929688
JPMorgan,2022-06-03,119.91548156738281,USD,866.6900024414062
JPMorgan,2022-06-06,119.5193099975586,USD,872.5700073242188
JPMorgan,2022-06-07,119.83257293701172,USD,870.6599731445312
JPMorgan,2022-06-08,117.92549133300781,USD,859.780029296875
JPMorgan,2022-06-09,115.44719696044922,USD,842.5399780273438
JPMorgan,2022-06-10,110.14054870605469,USD,807.75
JPMorgan,2022-06-13,106.86075592041016,USD,787.0599975585938
JPMorgan,2022-06-14,105.0826644897461,USD,786.510009765625
JPMorgan,2022-06-15,106.32640838623047,USD,799.4299926757812
JPMorgan,2022-06-16,104.50225067138672,USD,789.5900268554688
JPMorgan,2022-06-17,104.13372802734375,USD,786.27001953125
JPMorgan,2022-06-21,106.71334075927734,USD,811.2100219726562
JPMorgan,2022-06-22,106.11449432373047,USD,806.7899780273438
JPMorgan,2022-06-23,104.95367431640625,USD,788.8300170898438
JPMorgan,2022-06-24,108.08607482910156,USD,806.780029296875
JPMorgan,2022-06-27,107.22005462646484,USD,807.780029296875
JPMorgan,2022-06-28,106.70413970947266,USD,808.010009765625
JPMorgan,2022-06-29,106.22505950927734,USD,799.5700073242188
JPMorgan,2022-06-30,103.74678802490234,USD,782.530029296875
JPMorgan,2022-07-01,105.07344818115234,USD,782.5999755859375
JPMorgan,2022-07-05,104.67378997802734,USD,766.9500122070312
JPMorgan,2022-07-06,103.99527740478516,USD,757.02001953125
JPMorgan,2022-07-07,106.62561798095703,USD,767.7899780273438
JPMorgan,2022-07-08,106.29100799560547,USD,770.6400146484375
JPMorgan,2022-07-11,104.89684295654297,USD,760.0399780273438
JPMorgan,2022-07-12,104.99909210205078,USD,757.1599731445312
JPMorgan,2022-07-13,104.01387786865234,USD,748.530029296875
JPMorgan,2022-07-14,100.3797607421875,USD,723.3400268554688
JPMorgan,2022-07-15,104.9804916381836,USD,743.1199951171875
JPMorgan,2022-07-18,103.90235137939453,USD,756.8400268554688
JPMorgan,2022-07-19,106.47689819335938,USD,777.9400024414062
JPMorgan,2022-07-20,106.45832824707031,USD,777.239990234375
JPMorgan,2022-07-21,107.18327331542969,USD,778.2899780273438
JPMorgan,2022-07-22,106.66279602050781,USD,775.4299926757812
JPMorgan,2022-07-25,107.09033203125,USD,781.9600219726562
JPMorgan,2022-07-26,105.4173355102539,USD,769.7000122070312
JPMorgan,2022-07-27,107.10892486572266,USD,777.9400024414062
JPMorgan,2022-07-28,106.7092514038086,USD,781.010009765625
JPMorgan,2022-07-29,107.22046661376953,USD,792.3800048828125
JPMorgan,2022-08-01,106.15159606933594,USD,795.780029296875
JPMorgan,2022-08-02,104.49718475341797,USD,784.760009765625
JPMorgan,2022-08-03,105.59393310546875,USD,789.6500244140625
JPMorgan,2022-08-04,104.43212890625,USD,792.4600219726562
JPMorgan,2022-08-05,107.59223937988281,USD,795.030029296875
JPMorgan,2022-08-08,106.2817153930664,USD,798.8900146484375
JPMorgan,2022-08-09,107.2390365600586,USD,797.3099975585938
JPMorgan,2022-08-10,110.03667449951172,USD,814.5700073242188
JPMorgan,2022-08-11,111.66319274902344,USD,820.4000244140625
JPMorgan,2022-08-12,113.51277160644531,USD,826.97998046875
JPMorgan,2022-08-15,113.81948852539062,USD,823.219970703125
JPMorgan,2022-08-16,114.90694427490234,USD,822.989990234375
JPMorgan,2022-08-17,113.9403305053711,USD,816.4299926757812
JPMorgan,2022-08-18,113.0573501586914,USD,814.1599731445312
JPMorgan,2022-08-19,110.25973510742188,USD,795.6500244140625
JPMorgan,2022-08-22,108.4380111694336,USD,783.75
JPMorgan,2022-08-23,107.3691635131836,USD,783.4099731445312
JPMorgan,2022-08-24,107.62940979003906,USD,781.2999877929688
JPMorgan,2022-08-25,110.18538665771484,USD,788.9400024414062
JPMorgan,2022-08-26,106.57915496826172,USD,776.0800170898438
JPMorgan,2022-08-29,106.31889343261719,USD,771.9199829101562
JPMorgan,2022-08-30,106.33749389648438,USD,773.4099731445312
JPMorgan,2022-08-31,105.7054672241211,USD,773.239990234375
JPMorgan,2022-09-01,106.4304428100586,USD,762.969970703125
JPMorgan,2022-09-02,105.6868667602539,USD,775.1300048828125
JPMorgan,2022-09-06,105.71475982666016,USD,763.2100219726562
JPMorgan,2022-09-07,107.72235870361328,USD,762.77001953125
JPMorgan,2022-09-08,110.23184204101562,USD,779.8200073242188
JPMorgan,2022-09-09,110.7616195678711,USD,795.9400024414062
JPMorgan,2022-09-12,112.07213592529297,USD,810.8800048828125
JPMorgan,2022-09-13,108.17778778076172,USD,792.0399780273438
JPMorgan,2022-09-14,107.9268569946289,USD,789.9600219726562
JPMorgan,2022-09-15,109.55335998535156,USD,795.780029296875
JPMorgan,2022-09-16,108.819091796875,USD,789.0800170898438
JPMorgan,2022-09-19,109.82290649414062,USD,790.5599975585938
JPMorgan,2022-09-20,107.65730285644531,USD,782.9000244140625
JPMorgan,2022-09-21,104.5529556274414,USD,771.1300048828125
JPMorgan,2022-09-22,103.36326599121094,USD,763.8099975585938
JPMorgan,2022-09-23,101.43931579589844,USD,739.0800170898438
JPMorgan,2022-09-26,99.25514221191406,USD,725.3599853515625
JPMorgan,2022-09-27,98.38146209716797,USD,716.0900268554688
JPMorgan,2022-09-28,100.37046813964844,USD,712.47998046875
JPMorgan,2022-09-29,98.66960144042969,USD,703.0999755859375
JPMorgan,2022-09-30,97.12671661376953,USD,705.9600219726562
JPMorgan,2022-10-03,100.12882232666016,USD,713.7899780273438
JPMorgan,2022-10-04,104.81319427490234,USD,744.1900024414062
JPMorgan,2022-10-05,103.51908874511719,USD,736.0800170898438
JPMorgan,2022-10-06,101.40914916992188,USD,726.25
JPMorgan,2022-10-07,99.38359069824219,USD,718.22998046875
JPMorgan,2022-10-10,98.4552001953125,USD,711.7999877929688
JPMorgan,2022-10-11,95.61380767822266,USD,700.5999755859375
JPMorgan,2022-10-12,97.16110229492188,USD,695.3099975585938
JPMorgan,2022-10-13,102.56258392333984,USD,716.3400268554688
JPMorgan,2022-10-14,104.2693099975586,USD,717.5800170898438
JPMorgan,2022-10-17,108.64862060546875,USD,733.7000122070312
JPMorgan,2022-10-18,111.44314575195312,USD,742.3300170898438
JPMorgan,2022-10-19,109.25818634033203,USD,735.3300170898438
JPMorgan,2022-10-20,108.90181732177734,USD,737.9600219726562
JPMorgan,2022-10-21,114.62215423583984,USD,747.1599731445312
JPMorgan,2022-10-24,114.76280975341797,USD,755.1099853515625
JPMorgan,2022-10-25,115.06289672851562,USD,764.8800048828125
JPMorgan,2022-10-26,116.38514709472656,USD,767.510009765625
JPMorgan,2022-10-27,116.84464263916016,USD,763.9199829101562
JPMorgan,2022-10-28,118.23251342773438,USD,762.6500244140625
JPMorgan,2022-10-31,118.04496002197266,USD,758.1099853515625
JPMorgan,2022-11-01,120.17367553710938,USD,764.760009765625
JPMorgan,2022-11-02,119.0671157836914,USD,765.02001953125
JPMorgan,2022-11-03,119.28280639648438,USD,757.6799926757812
JPMorgan,2022-11-04,122.54618835449219,USD,779.4299926757812
JPMorgan,2022-11-07,123.19324493408203,USD,786.0700073242188
JPMorgan,2022-11-08,123.26828002929688,USD,792.5999755859375
JPMorgan,2022-11-09,121.66471099853516,USD,784.1099853515625
JPMorgan,2022-11-10,126.67234802246094,USD,808.47998046875
JPMorgan,2022-11-11,126.87864685058594,USD,824.7899780273438
JPMorgan,2022-11-14,125.57516479492188,USD,820.27001953125
JPMorgan,2022-11-15,124.66552734375,USD,829.5499877929688
JPMorgan,2022-11-16,124.83433532714844,USD,823.0499877929688
JPMorgan,2022-11-17,124.2904281616211,USD,818.7000122070312
JPMorgan,2022-11-18,125.50950622558594,USD,823.9400024414062
JPMorgan,2022-11-21,124.76868438720703,USD,820.510009765625
JPMorgan,2022-11-22,126.63484191894531,USD,830.1799926757812
JPMorgan,2022-11-23,127.98519897460938,USD,834.719970703125
JPMorgan,2022-11-25,128.22901916503906,USD,842.7100219726562
JPMorgan,2022-11-28,125.98778533935547,USD,828.1500244140625
JPMorgan,2022-11-29,128.06021118164062,USD,836.0599975585938
JPMorgan,2022-11-30,129.57937622070312,USD,838.739990234375
JPMorgan,2022-12-01,127.76016235351562,USD,837.6599731445312
JPMorgan,2022-12-02,126.74736785888672,USD,832.6400146484375
JPMorgan,2022-12-05,123.19324493408203,USD,826.25
JPMorgan,2022-12-06,123.3995590209961,USD,819.760009765625
JPMorgan,2022-12-07,123.31517028808594,USD,817.6799926757812
JPMorgan,2022-12-08,124.60926818847656,USD,819.7000122070312
JPMorgan,2022-12-09,123.9341049194336,USD,826.5399780273438
JPMorgan,2022-12-12,125.85647583007812,USD,826.6799926757812
JPMorgan,2022-12-13,125.73457336425781,USD,838.9000244140625
JPMorgan,2022-12-14,125.10629272460938,USD,831.3099975585938
JPMorgan,2022-12-15,122.00232696533203,USD,814.6199951171875
JPMorgan,2022-12-16,121.24272155761719,USD,814.77001953125
JPMorgan,2022-12-19,121.96480560302734,USD,813.77001953125
JPMorgan,2022-12-20,122.55558013916016,USD,829.3699951171875
JPMorgan,2022-12-21,123.9341049194336,USD,841.8800048828125
JPMorgan,2022-12-22,122.5274429321289,USD,838.3699951171875
JPMorgan,2022-12-23,123.1088638305664,USD,841.8699951171875
JPMorgan,2022-12-27,123.54022216796875,USD,843.0700073242188
JPMorgan,2022-12-28,124.21540069580078,USD,844.47998046875
JPMorgan,2022-12-29,124.92811584472656,USD,849.8400268554688
JPMorgan,2022-12-30,125.75333404541016,USD,847.5599975585938
JPMorgan,2023-01-03,126.70985412597656,USD,861.52001953125
JPMorgan,2023-01-04,127.89141082763672,USD,883.0999755859375
JPMorgan,2023-01-05,127.86309051513672,USD,877.6799926757812
JPMorgan,2023-01-06,130.309814453125,USD,889.0900268554688
JPMorgan,2023-01-09,129.77133178710938,USD,894.8099975585938
JPMorgan,2023-01-10,130.93331909179688,USD,893.4500122070312
JPMorgan,2023-01-11,131.9063262939453,USD,898.1900024414062
JPMorgan,2023-01-12,131.77406311035156,USD,916.260009765625
JPMorgan,2023-01-13,135.09938049316406,USD,929.9000244140625
JPMorgan,2023-01-17,133.0115966796875,USD,927.3800048828125
JPMorgan,2023-01-18,129.01559448242188,USD,925.530029296875
JPMorgan,2023-01-19,127.29625701904297,USD,910.52001953125
JPMorgan,2023-01-20,127.6080322265625,USD,922.469970703125
JPMorgan,2023-01-23,129.67689514160156,USD,929.7899780273438
JPMorgan,2023-01-24,130.79161071777344,USD,935.2000122070312
JPMorgan,2023-01-25,131.42453002929688,USD,937.5900268554688
JPMorgan,2023-01-26,132.23699951171875,USD,948.1300048828125
JPMorgan,2023-01-27,132.5581817626953,USD,955.0999755859375
JPMorgan,2023-01-30,131.43399047851562,USD,950.5
JPMorgan,2023-01-31,132.21807861328125,USD,955.030029296875
JPMorgan,2023-02-01,131.86854553222656,USD,962.280029296875
JPMorgan,2023-02-02,131.25450134277344,USD,960.1099853515625
JPMorgan,2023-02-03,133.2855682373047,USD,954.5999755859375
JPMorgan,2023-02-06,134.06967163085938,USD,941.280029296875
JPMorgan,2023-02-07,135.70396423339844,USD,953.8599853515625
JPMorgan,2023-02-08,134.7498321533203,USD,958.4099731445312
JPMorgan,2023-02-09,132.65261840820312,USD,958.1599731445312
JPMorgan,2023-02-10,133.23837280273438,USD,951.010009765625
JPMorgan,2023-02-13,134.68370056152344,USD,954.4500122070312
JPMorgan,2023-02-14,135.27886962890625,USD,958.2999877929688
JPMorgan,2023-02-15,135.84567260742188,USD,951.97998046875
JPMorgan,2023-02-16,133.97518920898438,USD,958.0499877929688
JPMorgan,2023-02-17,134.3719482421875,USD,956.4400024414062
JPMorgan,2023-02-21,131.9063262939453,USD,948.8599853515625
JPMorgan,2023-02-22,130.89552307128906,USD,938.530029296875
JPMorgan,2023-02-23,131.944091796875,USD,940.5800170898438
JPMorgan,2023-02-24,133.13441467285156,USD,932.3499755859375
JPMorgan,2023-02-27,134.29638671875,USD,943.5499877929688
JPMorgan,2023-02-28,135.42056274414062,USD,948.530029296875
JPMorgan,2023-03-01,134.66481018066406,USD,944.4199829101562
JPMorgan,2023-03-02,133.26670837402344,USD,935.1799926757812
JPMorgan,2023-03-03,135.7134246826172,USD,950.219970703125
JPMorgan,2023-03-06,134.91989135742188,USD,957.9299926757812
JPMorgan,2023-03-07,130.9521942138672,USD,941.25
JPMorgan,2023-03-08,130.1775665283203,USD,938.969970703125
JPMorgan,2023-03-09,123.13021850585938,USD,923.1699829101562
JPMorgan,2023-03-10,126.25711822509766,USD,900.6099853515625
JPMorgan,2023-03-13,123.98988342285156,USD,862.1300048828125
JPMorgan,2023-03-14,127.17344665527344,USD,867.5800170898438
JPMorgan,2023-03-15,121.16527557373047,USD,825.0599975585938
JPMorgan,2023-03-16,123.51753997802734,USD,835.4400024414062
JPMorgan,2023-03-17,118.85079956054688,USD,819.739990234375
JPMorgan,2023-03-20,120.10722351074219,USD,806.510009765625
JPMorgan,2023-03-21,123.32859802246094,USD,830.8900146484375
JPMorgan,2023-03-22,120.14500427246094,USD,824.8599853515625
JPMorgan,2023-03-23,119.8238296508789,USD,817.2899780273438
JPMorgan,2023-03-24,118.0005874633789,USD,794.719970703125
JPMorgan,2023-03-27,121.38255310058594,USD,806.1599731445312
JPMorgan,2023-03-28,121.75098419189453,USD,813.510009765625
JPMorgan,2023-03-29,121.99657440185547,USD,826.0499877929688
JPMorgan,2023-03-30,121.62815856933594,USD,831.0700073242188
JPMorgan,2023-03-31,123.10187530517578,USD,834.4400024414062
JPMorgan,2023-04-03,122.96018981933594,USD,840.5700073242188
JPMorgan,2023-04-04,121.3164291381836,USD,839.8699951171875
JPMorgan,2023-04-05,121.497314453125,USD,834.5700073242188
JPMorgan,2023-04-06,121.36402130126953,USD,841.530029296875
JPMorgan,2023-04-10,121.76390075683594,USD,841.510009765625
JPMorgan,2023-04-11,122.36373901367188,USD,850.0499877929688
JPMorgan,2023-04-12,122.34468078613281,USD,855.3300170898438
JPMorgan,2023-04-13,122.81121826171875,USD,860.75
JPMorgan,2023-04-14,132.0846405029297,USD,876.989990234375
JPMorgan,2023-04-17,133.1319580078125,USD,870.02001953125
JPMorgan,2023-04-18,134.6267547607422,USD,880.280029296875
JPMorgan,2023-04-19,134.4553680419922,USD,882.7100219726562
JPMorgan,2023-04-20,134.06500244140625,USD,878.4000244140625
JPMorgan,2023-04-21,133.8079376220703,USD,871.1400146484375
JPMorgan,2023-04-24,133.98886108398438,USD,869.52001953125
JPMorgan,2023-04-25,131.07542419433594,USD,852.3499755859375
JPMorgan,2023-04-26,128.75230407714844,USD,848.9199829101562
JPMorgan,2023-04-27,130.48513793945312,USD,858.4500122070312
JPMorgan,2023-04-28,131.61814880371094,USD,857.3099975585938
JPMorgan,2023-05-01,134.4363250732422,USD,856.0599975585938
JPMorgan,2023-05-02,132.26556396484375,USD,842.1799926757812
JPMorgan,2023-05-03,129.4663848876953,USD,839.489990234375
JPMorgan,2023-05-04,127.69547271728516,USD,832.010009765625
JPMorgan,2023-05-05,130.1899871826172,USD,852.1199951171875
JPMorgan,2023-05-08,130.50418090820312,USD,858.1400146484375
JPMorgan,2023-05-09,129.87579345703125,USD,855.22998046875
JPMorgan,2023-05-10,129.94244384765625,USD,850.489990234375
JPMorgan,2023-05-11,129.5330352783203,USD,847.1199951171875
JPMorgan,2023-05-12,127.67643737792969,USD,841.3300170898438
JPMorgan,2023-05-15,128.75230407714844,USD,850.75
JPMorgan,2023-05-16,127.88592529296875,USD,846.1599731445312
JPMorgan,2023-05-17,131.8180694580078,USD,854.6599731445312
JPMorgan,2023-05-18,132.81776428222656,USD,859.5900268554688
JPMorgan,2023-05-19,132.51309204101562,USD,856.8300170898438
JPMorgan,2023-05-22,131.418212890625,USD,859.3400268554688
JPMorgan,2023-05-23,130.04714965820312,USD,859.530029296875
JPMorgan,2023-05-24,128.85704040527344,USD,843.280029296875
JPMorgan,2023-05-25,129.1712188720703,USD,838.25
JPMorgan,2023-05-26,130.38040161132812,USD,842.1699829101562
JPMorgan,2023-05-30,130.87550354003906,USD,837.9400024414062
JPMorgan,2023-05-31,129.20932006835938,USD,822.5700073242188
JPMorgan,2023-06-01,130.98974609375,USD,833.4099731445312
JPMorgan,2023-06-02,133.74131774902344,USD,851.75
JPMorgan,2023-06-05,132.4274139404297,USD,848.8400268554688
JPMorgan,2023-06-06,132.6654510498047,USD,856.6400146484375
JPMorgan,2023-06-07,133.9507598876953,USD,861.3300170898438
JPMorgan,2023-06-08,133.98886108398438,USD,866.3300170898438
JPMorgan,2023-06-09,134.2554473876953,USD,865.8099975585938
JPMorgan,2023-06-12,134.2459259033203,USD,863.010009765625
JPMorgan,2023-06-13,135.21707153320312,USD,868.7899780273438
JPMorgan,2023-06-14,134.71243286132812,USD,873.2899780273438
JPMorgan,2023-06-15,136.23580932617188,USD,873.3499755859375
JPMorgan,2023-06-16,136.39767456054688,USD,873.780029296875
JPMorgan,2023-06-20,135.70262145996094,USD,869.22998046875
JPMorgan,2023-06-21,135.502685546875,USD,869.7899780273438
JPMorgan,2023-06-22,132.8939208984375,USD,860.469970703125
JPMorgan,2023-06-23,132.19891357421875,USD,848.3900146484375
JPMorgan,2023-06-26,132.52261352539062,USD,850.6799926757812
JPMorgan,2023-06-27,132.53213500976562,USD,861.02001953125
JPMorgan,2023-06-28,131.9513702392578,USD,861.47998046875
JPMorgan,2023-06-29,136.5595245361328,USD,872.780029296875
JPMorgan,2023-06-30,138.47323608398438,USD,879.9400024414062
JPMorgan,2023-07-03,139.58718872070312,USD,890.030029296875
JPMorgan,2023-07-05,138.65728759765625,USD,881.5800170898438
JPMorgan,2023-07-06,137.2864532470703,USD,851.719970703125
JPMorgan,2023-07-07,138.3697052001953,USD,858.3099975585938
JPMorgan,2023-07-10,139.14620971679688,USD,856.6799926757812
JPMorgan,2023-07-11,141.3223114013672,USD,864.1599731445312
JPMorgan,2023-07-12,142.02212524414062,USD,881.5399780273438
JPMorgan,2023-07-13,142.71234130859375,USD,890.7999877929688
JPMorgan,2023-07-14,143.5751190185547,USD,882.3099975585938
JPMorgan,2023-07-17,147.03579711914062,USD,886.27001953125
JPMorgan,2023-07-18,147.30422973632812,USD,899.239990234375
JPMorgan,2023-07-19,147.86981201171875,USD,902.239990234375
JPMorgan,2023-07-20,149.69122314453125,USD,905.9199829101562
JPMorgan,2023-07-21,148.54087829589844,USD,904.030029296875
JPMorgan,2023-07-24,151.46470642089844,USD,906.6500244140625
JPMorgan,2023-07-25,150.33352661132812,USD,908.2999877929688
JPMorgan,2023-07-26,151.234619140625,USD,911.8499755859375
JPMorgan,2023-07-27,149.56661987304688,USD,907.9400024414062
JPMorgan,2023-07-28,150.4197998046875,USD,917.5399780273438
JPMorgan,2023-07-31,151.42636108398438,USD,922.6599731445312
JPMorgan,2023-08-01,150.67861938476562,USD,911.3200073242188
JPMorgan,2023-08-02,148.9722442626953,USD,894.5399780273438
JPMorgan,2023-08-03,149.88296508789062,USD,900.0599975585938
JPMorgan,2023-08-04,149.56661987304688,USD,906.77001953125
JPMorgan,2023-08-07,150.2760009765625,USD,908.719970703125
JPMorgan,2023-08-08,149.43240356445312,USD,891.6300048828125
JPMorgan,2023-08-09,147.42884826660156,USD,891.530029296875
JPMorgan,2023-08-10,147.20835876464844,USD,897.75
JPMorgan,2023-08-11,148.06153869628906,USD,895.3099975585938
JPMorgan,2023-08-14,148.36831665039062,USD,887.469970703125
JPMorgan,2023-08-15,144.59127807617188,USD,878.0
JPMorgan,2023-08-16,143.9777374267578,USD,868.25
JPMorgan,2023-08-17,142.4822998046875,USD,867.9400024414062
JPMorgan,2023-08-18,142.80821228027344,USD,862.6500244140625
JPMorgan,2023-08-21,143.29710388183594,USD,859.5999755859375
JPMorgan,2023-08-22,140.32534790039062,USD,858.4500122070312
JPMorgan,2023-08-23,141.27439880371094,USD,862.8300170898438
JPMorgan,2023-08-24,141.14016723632812,USD,863.780029296875
JPMorgan,2023-08-25,140.96762084960938,USD,859.27001953125
JPMorgan,2023-08-28,141.45652770996094,USD,871.530029296875
JPMorgan,2023-08-29,142.60690307617188,USD,881.4199829101562
JPMorgan,2023-08-30,142.03170776367188,USD,884.5700073242188
JPMorgan,2023-08-31,140.27740478515625,USD,880.4000244140625
JPMorgan,2023-09-01,140.7471466064453,USD,882.52001953125
JPMorgan,2023-09-05,139.1941375732422,USD,877.5599975585938
JPMorgan,2023-09-06,138.96409606933594,USD,871.3599853515625
JPMorgan,2023-09-07,137.77536010742188,USD,867.1400146484375
JPMorgan,2023-09-08,137.8808135986328,USD,867.5800170898438
JPMorgan,2023-09-11,138.48475646972656,USD,880.5499877929688
JPMorgan,2023-09-12,140.2869873046875,USD,886.969970703125
JPMorgan,2023-09-13,140.35411071777344,USD,893.9299926757812
JPMorgan,2023-09-14,143.07662963867188,USD,905.77001953125
JPMorgan,2023-09-15,142.6548309326172,USD,902.489990234375
