Bank,Date,Close,Currency,GlobalBankIndex
Citigroup,2022-01-03,55.07719039916992,USD,952.260009765625
Citigroup,2022-01-04,55.5048942565918,USD,981.2999877929688
Citigroup,2022-01-05,54.858985900878906,USD,984.260009765625
Citigroup,2022-01-06,56.65706253051758,USD,992.1099853515625
Citigroup,2022-01-07,57.416446685791016,USD,1007.9199829101562
Citigroup,2022-01-10,57.634666442871094,USD,1011.77001953125
Citigroup,2022-01-11,58.57734680175781,USD,1019.3400268554688
Citigroup,2022-01-12,58.7257194519043,USD,1025.3800048828125
Citigroup,2022-01-13,59.16215896606445,USD,1037.449951171875
Citigroup,2022-01-14,58.420230865478516,USD,1032.3599853515625
Citigroup,2022-01-18,56.99748611450195,USD,1013.7899780273438
Citigroup,2022-01-19,56.07225036621094,USD,1002.0399780273438
Citigroup,2022-01-20,56.26427459716797,USD,1002.0800170898438
Citigroup,2022-01-21,55.2255859375,USD,986.47998046875
Citigroup,2022-01-24,54.72806167602539,USD,968.4400024414062
Citigroup,2022-01-25,55.958778381347656,USD,977.5399780273438
Citigroup,2022-01-26,56.51740646362305,USD,992.219970703125
Citigroup,2022-01-27,55.99369812011719,USD,991.3400268554688
Citigroup,2022-01-28,56.46504211425781,USD,989.4299926757812
Citigroup,2022-01-31,56.84036636352539,USD,994.8300170898438
Citigroup,2022-02-01,58.09728240966797,USD,1016.0599975585938
Citigroup,2022-02-02,57.809242248535156,USD,1025.02001953125
Citigroup,2022-02-03,56.96257400512695,USD,1028.1500244140625
Citigroup,2022-02-04,58.13261032104492,USD,1034.5999755859375
Citigroup,2022-02-07,58.378936767578125,USD,1048.699951171875
Citigroup,2022-02-08,59.04753112792969,USD,1063.6500244140625
Citigroup,2022-02-09,59.68092346191406,USD,1069.489990234375
Citigroup,2022-02-10,59.3818244934082,USD,1070.0899658203125
Citigroup,2022-02-11,59.073917388916016,USD,1060.550048828125
Citigroup,2022-02-14,58.46690368652344,USD,1036.68994140625
Citigroup,2022-02-15,58.941951751708984,USD,1039.6400146484375
Citigroup,2022-02-16,58.8979606628418,USD,1038.9200439453125
Citigroup,2022-02-17,56.927371978759766,USD,1019.97998046875
Citigroup,2022-02-18,56.42592239379883,USD,1014.7999877929688
Citigroup,2022-02-22,56.20600128173828,USD,1003.4199829101562
Citigroup,2022-02-23,55.616573333740234,USD,992.2999877929688
